Application_ID,Application_Date,Age,Gender,Marital_Status,Education,Employment_Type,Employment_Years,State,City_Tier,Branch_Type,Annual_Income,Monthly_Income,Existing_Debt,Existing_Loans,Credit_Card_Balance,Bank_Balance,Credit_Score,Risk_Category,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Estimated_EMI,Debt_to_Income_Pct,Documentation_Status,Verification_Status,Application_Channel,Approval_Status,Approval_Date,Disbursement_Status,Disbursement_Date,Disbursed_Amount,Default_Status,Days_Past_Due,Recovery_Amount,Approval_Flag,Default_Flag,Disbursement_Flag,Income_Band,Credit_Score_Band,Loan_Amount_Band
BL100081,2024-02-23,36,Male,Married,Post Graduate,Salaried,5.4,Andhra Pradesh,Tier 2,Semi-Urban,425200,35433,68100,4,35800,546700,573,Very High,Debt Consolidation,668000,36,7.94,20914,75.04,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL100082,2023-10-16,55,Female,Married,Post Graduate,Salaried,4.6,Telangana,Tier 3,Urban,409900,34158,45800,2,59000,174900,524,Very High,Medical,635000,60,9.36,13293,50.09,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL100083,2024-01-14,32,Male,Single,High School,Business Owner,1.4,West Bengal,Tier 3,Urban,902400,75200,143600,1,37400,268200,575,Very High,Vehicle,785000,60,7.84,15857,37.0,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL100084,2023-08-19,38,Male,Married,Graduate,Salaried,3.1,Tamil Nadu,Tier 1,Urban,305600,25467,74200,1,57700,71500,462,Very High,Personal,459000,60,11.52,10099,63.94,Complete,Failed,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL100085,2025-10-14,26,Male,Married,Diploma,Business Owner,13.1,Tamil Nadu,Tier 1,Semi-Urban,1439800,119983,93100,0,19500,354100,652,High,Home,1370000,60,8.73,28260,30.02,Complete,Verified,Agent,Approved,2025-10-25,Approved - Not Disbursed,,0,Not Applicable,0,0,1,0,0,1M-1.5M,Fair (580-669),1M-1.5M
BL100086,2023-02-10,46,Male,Married,Diploma,Other,7.5,Kerala,Tier 2,Rural,245100,20425,0,1,127700,244400,385,Very High,Vehicle,100000,60,12.64,2257,11.05,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL100087,2025-11-17,36,Male,Married,Graduate,Business Owner,5.9,Karnataka,Tier 3,Rural,1356000,113000,168000,0,29500,1423300,562,Very High,Debt Consolidation,604000,60,9.82,12780,23.7,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),500k-1M
BL100088,2023-05-15,49,Female,Married,Graduate,Self-Employed,4.1,Andhra Pradesh,Tier 3,Rural,857900,71492,65600,2,10200,138200,579,Very High,Vehicle,829000,24,8.98,37865,60.61,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL100089,2023-07-20,21,Male,Single,High School,Salaried,2.8,Karnataka,Tier 2,Rural,266400,22200,33700,1,45800,271200,558,Very High,Home,178000,60,8.82,3679,29.22,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL100090,2025-02-18,37,Female,Married,High School,Other,6.7,Rajasthan,Tier 3,Urban,428200,35683,36800,5,24800,131800,456,Very High,Home,549000,60,11.29,12016,42.27,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL100091,2025-07-18,39,Male,Married,Post Graduate,Salaried,9.6,Telangana,Tier 3,Urban,450200,37517,103100,0,44000,150600,538,Very High,Personal,386000,24,9.22,17673,70.01,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL100092,2025-11-22,46,Male,Widowed,Graduate,Self-Employed,3.6,Maharashtra,Tier 1,Urban,583700,48642,156400,0,120100,83200,545,Very High,Education,508000,48,9.87,12853,53.22,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL100093,2025-12-07,32,Male,Married,Graduate,Salaried,7.4,Maharashtra,Tier 1,Urban,622600,51883,184000,0,37800,515000,700,Medium,Personal,712000,48,7.44,17195,62.7,Complete,Failed,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Good (670-739),500k-1M
BL100094,2024-05-17,45,Female,Single,Post Graduate,Salaried,5.5,Andhra Pradesh,Tier 2,Urban,801700,66808,265300,0,36600,79200,708,Medium,Home,357000,72,6.59,6016,42.1,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Good (670-739),250k-500k
BL100095,2024-02-11,33,Female,Married,High School,Business Owner,9.0,Karnataka,Tier 2,Semi-Urban,355300,29608,97100,1,8700,210400,626,High,Vehicle,387000,48,7.97,9442,59.22,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),250k-500k
BL100096,2025-03-15,39,Male,Single,Graduate,Salaried,5.3,Rajasthan,Tier 2,Rural,393800,32817,60000,2,101900,114700,501,Very High,Personal,145000,60,9.67,3057,24.55,Incomplete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL100097,2023-04-09,46,Male,Single,Graduate,Salaried,6.2,Telangana,Tier 1,Urban,1085300,90442,201500,0,21900,336800,715,Medium,Vehicle,1473000,60,6.86,29070,50.71,Complete,Verified,Mobile App,Approved,2023-04-12,Disbursed,2023-04-13,1473000,Current,10,0,1,0,1,1M-1.5M,Good (670-739),1M-1.5M
BL100098,2024-11-14,30,Female,Single,Graduate,Salaried,2.2,Andhra Pradesh,Tier 2,Urban,821000,68417,120100,2,23500,209200,477,Very High,Debt Consolidation,1403000,36,11.09,45992,81.85,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL100099,2024-12-26,45,Male,Widowed,Graduate,Self-Employed,9.0,Karnataka,Tier 2,Urban,1013900,84492,212900,0,63000,32100,592,High,Business,748000,60,11.05,16282,40.27,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),500k-1M
BL100100,2025-08-18,41,Male,Divorced,Graduate,Contract,14.6,Maharashtra,Tier 1,Urban,699500,58292,124400,0,42500,10600,584,High,Vehicle,856000,12,8.74,74755,146.03,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL100101,2024-09-04,35,Male,Married,Post Graduate,Contract,10.2,Karnataka,Tier 2,Rural,1472600,122717,440700,3,15200,163400,551,Very High,Home,2142000,36,9.84,68956,86.12,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),> 1.5M
BL100102,2024-10-04,32,Male,Married,Graduate,Self-Employed,10.0,Karnataka,Tier 3,Semi-Urban,690500,57542,59800,1,138300,19300,475,Very High,Business,1175000,36,11.89,38965,76.38,Complete,Pending,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL100103,2025-10-25,21,Male,Married,Graduate,Salaried,13.5,Telangana,Tier 1,Semi-Urban,997200,83100,25000,0,27700,245900,567,Very High,Home,1463000,72,8.19,25787,33.54,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL100104,2024-05-17,37,Male,Married,Diploma,Salaried,5.3,Telangana,Tier 1,Rural,778700,64892,60000,2,40300,156200,515,Very High,Business,1401000,72,9.92,25898,47.61,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL100105,2025-02-05,35,Male,Married,Graduate,Business Owner,6.7,Gujarat,Tier 1,Urban,580600,48383,137100,1,67300,267900,558,Very High,Debt Consolidation,923000,48,8.28,22655,70.44,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL100106,2024-02-02,44,Male,Married,Post Graduate,Salaried,6.5,Kerala,Tier 2,Urban,1317600,109800,563400,0,78900,108100,570,Very High,Vehicle,1103000,60,10.6,23762,64.4,Incomplete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),1M-1.5M
BL100107,2025-05-20,43,Female,Married,Diploma,Salaried,10.6,Andhra Pradesh,Tier 2,Urban,929400,77450,69400,0,109700,131900,653,High,Personal,294000,36,7.86,9194,19.34,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),250k-500k
BL100108,2025-03-05,48,Male,Widowed,Post Graduate,Salaried,4.7,Maharashtra,Tier 2,Semi-Urban,1219300,101608,117500,1,203000,459000,571,Very High,Personal,1320000,36,9.0,41976,50.95,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),1M-1.5M
BL100109,2024-01-28,48,Male,Married,Graduate,Salaried,3.0,Telangana,Tier 3,Urban,762400,63533,168100,1,30100,342800,548,Very High,Debt Consolidation,415000,72,10.42,7776,34.29,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),250k-500k
BL100110,2023-07-26,66,Male,Married,Post Graduate,Salaried,10.3,Rajasthan,Tier 2,Rural,1352700,112725,158200,0,161400,521700,533,Very High,Vehicle,911000,60,9.83,19280,28.8,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),500k-1M
BL100111,2025-11-04,43,Female,Single,Graduate,Salaried,7.7,Telangana,Tier 2,Semi-Urban,723600,60300,90900,3,267500,61300,607,High,Medical,531000,48,8.09,12986,34.1,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL100112,2025-06-10,30,Male,Widowed,Graduate,Salaried,5.3,Karnataka,Tier 2,Urban,648500,54042,62900,0,160500,191100,583,High,Vehicle,987000,24,9.63,45377,93.66,Complete,Pending,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL100113,2025-05-13,45,Female,Single,Post Graduate,Contract,2.2,Telangana,Tier 2,Semi-Urban,658200,54850,316700,2,301000,398900,391,Very High,Personal,719000,48,13.08,19318,83.33,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL100114,2025-01-12,52,Male,Widowed,Graduate,Salaried,2.3,Karnataka,Tier 1,Urban,556900,46408,94200,2,194000,140400,519,Very High,Business,633000,24,9.9,29181,79.79,Incomplete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL100115,2024-07-17,42,Female,Divorced,Diploma,Contract,7.9,Andhra Pradesh,Tier 2,Rural,451000,37583,78200,0,187400,454700,611,High,Home,637000,72,8.25,11247,47.26,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),500k-1M
BL100116,2025-10-17,21,Male,Married,Graduate,Other,7.4,Tamil Nadu,Tier 1,Semi-Urban,1183200,98600,269700,1,202800,77500,548,Very High,Education,1830000,48,8.16,44813,68.24,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),> 1.5M
BL100117,2023-04-06,43,Male,Married,Post Graduate,Salaried,5.6,Maharashtra,Tier 2,Urban,1069800,89150,126200,0,167400,263800,543,Very High,Business,1243000,60,9.48,26093,41.07,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),1M-1.5M
BL100118,2024-04-29,32,Female,Married,High School,Salaried,8.1,Maharashtra,Tier 3,Semi-Urban,704000,58667,119400,1,46500,590800,598,High,Personal,1229000,36,6.84,37858,81.49,Complete,Failed,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),1M-1.5M
BL100119,2023-08-19,26,Male,Widowed,Post Graduate,Salaried,5.5,Kerala,Tier 2,Urban,426400,35533,69600,0,73200,156200,593,High,Medical,677000,72,9.53,12382,51.17,Complete,Verified,Branch,Approved,2023-08-28,Disbursed,2023-09-03,677000,Default,212,108100,1,1,1,300k-600k,Fair (580-669),500k-1M
BL100120,2025-01-18,40,Female,Widowed,Graduate,Salaried,11.3,Tamil Nadu,Tier 1,Semi-Urban,802600,66883,60300,0,70800,293200,564,Very High,Personal,980000,36,8.88,31109,54.03,Incomplete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL100121,2024-06-24,24,Male,Married,Graduate,Self-Employed,6.9,Delhi,Tier 1,Urban,1227500,102292,341500,0,264900,177900,751,Low,Business,1140000,60,5.5,21775,49.11,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Very Good (740-799),1M-1.5M
BL100122,2025-11-25,47,Male,Single,High School,Contract,4.1,Karnataka,Tier 1,Urban,225000,18750,84200,0,74900,320400,437,Very High,Debt Consolidation,152000,48,11.24,3946,58.47,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL100123,2024-06-08,45,Female,Married,Diploma,Self-Employed,8.6,Tamil Nadu,Tier 2,Semi-Urban,255300,21275,13200,1,166300,238100,420,Very High,Vehicle,66000,60,11.83,1462,12.04,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL100124,2024-07-31,37,Female,Married,Post Graduate,Salaried,9.8,Karnataka,Tier 1,Semi-Urban,526000,43833,77100,0,19900,67700,564,Very High,Home,631000,72,8.25,11141,40.07,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL100125,2024-11-12,33,Female,Married,Diploma,Self-Employed,2.7,Delhi,Tier 2,Urban,1549900,129158,127600,0,143500,132700,647,High,Debt Consolidation,2246000,36,9.07,71495,63.59,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Fair (580-669),> 1.5M
BL100126,2024-07-10,36,Male,Single,Graduate,Self-Employed,7.6,Maharashtra,Tier 1,Urban,1276300,106358,424100,0,216300,1687800,627,High,Vehicle,2064000,48,7.78,50175,80.4,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),> 1.5M
BL100127,2025-10-09,29,Other,Married,Diploma,Business Owner,3.9,Telangana,Tier 2,Semi-Urban,524700,43725,87300,2,141400,157200,525,Very High,Personal,358000,12,10.19,31506,88.69,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL100128,2024-10-07,37,Male,Single,Graduate,Salaried,7.4,Kerala,Tier 2,Urban,978900,81575,99500,1,79900,499400,605,High,Vehicle,933000,36,8.44,29427,46.24,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL100129,2025-03-06,21,Male,Divorced,High School,Business Owner,9.4,Delhi,Tier 3,Urban,900800,75067,63900,1,80600,258500,606,High,Business,1377000,24,9.83,63434,91.6,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),1M-1.5M
BL100130,2025-11-17,39,Male,Married,Graduate,Self-Employed,7.0,West Bengal,Tier 1,Semi-Urban,629000,52417,157800,0,181400,134800,521,Very High,Business,151000,60,10.48,3244,31.28,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),< 250k
BL100131,2023-07-09,39,Other,Married,Diploma,Contract,4.8,Maharashtra,Tier 2,Rural,1109100,92425,188400,1,22800,28300,584,High,Personal,222000,60,8.75,4581,21.94,Complete,Pending,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),< 250k
BL100132,2024-09-24,46,Male,Married,Post Graduate,Salaried,7.5,Tamil Nadu,Tier 2,Semi-Urban,388400,32367,24200,2,26600,570700,547,Very High,Home,132000,36,10.24,4274,19.44,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL100133,2024-09-19,41,Female,Divorced,Graduate,Salaried,8.2,Telangana,Tier 3,Urban,651200,54267,127100,0,43300,144200,586,High,Medical,132000,48,8.6,3260,25.52,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),< 250k
BL100134,2025-08-30,47,Male,Single,Graduate,Business Owner,8.7,Maharashtra,Tier 2,Urban,410400,34200,115900,3,71700,206100,568,Very High,Vehicle,222000,36,8.92,7051,48.86,Complete,Pending,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL100135,2024-12-10,43,Male,Single,Graduate,Salaried,5.4,Karnataka,Tier 2,Semi-Urban,1288600,107383,189000,0,30800,227800,684,Medium,Personal,1385000,48,7.38,33410,45.78,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Good (670-739),1M-1.5M
BL100136,2024-10-10,47,Female,Married,Post Graduate,Salaried,6.1,Karnataka,Tier 3,Semi-Urban,980900,81742,141500,0,246400,192500,611,High,Vehicle,1461000,48,8.79,36212,58.73,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),1M-1.5M
BL100137,2023-11-14,62,Male,Married,Post Graduate,Contract,9.6,Karnataka,Tier 2,Semi-Urban,616600,51383,71400,1,17300,146300,705,Medium,Business,837000,36,6.46,25638,61.48,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Good (670-739),500k-1M
BL100138,2024-11-14,42,Male,Widowed,Post Graduate,Salaried,3.1,Gujarat,Tier 1,Rural,500900,41742,129200,1,19500,64400,619,High,Debt Consolidation,306000,24,7.99,13838,58.95,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),250k-500k
BL100139,2024-10-25,40,Male,Single,Graduate,Salaried,8.4,Andhra Pradesh,Tier 2,Urban,1066200,88850,525400,2,16200,10800,544,Very High,Home,1814000,36,8.69,57423,113.91,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),> 1.5M
BL100140,2024-03-17,49,Male,Married,Post Graduate,Self-Employed,8.6,Karnataka,Tier 2,Semi-Urban,1416800,118067,134700,0,5200,179800,639,High,Medical,1526000,24,7.49,68662,67.66,Incomplete,Verified,Website,Approved,2024-03-24,Disbursed,2024-04-01,1526000,Current,0,0,1,0,1,1M-1.5M,Fair (580-669),> 1.5M
BL100141,2024-07-17,34,Male,Married,High School,Self-Employed,3.1,Tamil Nadu,Tier 2,Semi-Urban,900200,75017,58000,1,148400,120600,489,Very High,Education,1001000,36,10.29,32436,49.68,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL100142,2025-08-09,37,Male,Married,High School,Self-Employed,1.7,Karnataka,Tier 1,Semi-Urban,646500,53875,196600,1,41300,222900,479,Very High,Personal,353000,48,10.03,8958,47.04,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),250k-500k
BL100143,2024-11-29,42,Female,Married,Graduate,Salaried,4.1,Karnataka,Tier 2,Semi-Urban,384300,32025,113500,2,53600,247800,454,Very High,Vehicle,378000,36,11.54,12472,68.48,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL100144,2023-04-23,39,Male,Single,Post Graduate,Business Owner,8.3,Rajasthan,Tier 3,Semi-Urban,533500,44458,98100,1,12900,79400,603,High,Personal,237000,36,9.24,7563,35.4,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),< 250k
BL100145,2023-01-02,39,Male,Married,Diploma,Business Owner,8.2,Kerala,Tier 3,Urban,936900,78075,83800,2,106800,50700,491,Very High,Home,173000,60,9.82,3660,13.63,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),< 250k
BL100146,2024-10-03,46,Male,Divorced,Post Graduate,Salaried,6.6,Maharashtra,Tier 2,Urban,811800,67650,85100,1,155800,94400,358,Very High,Home,400000,36,12.43,13368,30.24,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),250k-500k
BL100147,2023-08-08,23,Male,Single,Diploma,Business Owner,14.0,West Bengal,Tier 1,Urban,533700,44475,252300,2,10600,141200,565,Very High,Medical,783000,60,9.42,16414,84.18,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL100148,2025-05-04,56,Male,Married,Graduate,Self-Employed,10.8,Rajasthan,Tier 2,Urban,571500,47625,65600,1,72400,91200,590,High,Personal,267000,36,9.47,8549,29.43,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),250k-500k
BL100149,2024-01-20,42,Female,Single,Post Graduate,Salaried,6.2,Tamil Nadu,Tier 1,Urban,613900,51158,101200,0,55500,863800,589,High,Personal,164000,84,7.34,2503,21.38,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),< 250k
BL100150,2025-12-12,34,Female,Married,Post Graduate,Business Owner,12.4,Maharashtra,Tier 1,Semi-Urban,779500,64958,93100,0,17600,800500,600,High,Business,750000,48,9.22,18742,40.8,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL100151,2024-12-30,53,Female,Single,Graduate,Salaried,2.3,West Bengal,Tier 2,Rural,444100,37008,27100,0,53300,37700,596,High,Personal,651000,36,8.51,20553,61.64,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),500k-1M
BL100152,2023-09-04,39,Female,Married,Graduate,Salaried,4.4,Delhi,Tier 3,Semi-Urban,771400,64283,198900,1,29300,254600,520,Very High,Debt Consolidation,160000,12,10.15,14078,47.68,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),< 250k
BL100153,2025-04-15,39,Female,Married,High School,Salaried,5.7,Tamil Nadu,Tier 3,Urban,451600,37633,42300,2,36300,600100,588,High,Home,498000,72,10.0,9226,33.88,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),250k-500k
BL100154,2023-07-22,36,Female,Married,High School,Business Owner,4.5,Maharashtra,Tier 2,Urban,486900,40575,120800,3,25700,185100,564,Very High,Debt Consolidation,117000,72,9.32,2128,30.05,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL100155,2023-05-03,51,Female,Married,Post Graduate,Contract,3.3,Kerala,Tier 2,Semi-Urban,632000,52667,14300,0,12100,107300,645,High,Personal,488000,36,8.71,15452,31.6,Complete,Verified,Agent,Approved,2023-05-09,Disbursed,2023-05-13,488000,Default,460,365700,1,1,1,600k-1M,Fair (580-669),250k-500k
BL100156,2024-02-05,38,Female,Married,Diploma,Salaried,4.9,Delhi,Tier 3,Urban,1070000,89167,531100,1,377400,584500,587,High,Business,1851000,36,8.96,58827,115.61,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),> 1.5M
